ENSG00000146083.10	RNF44
ENSG00000171161.11	ZNF672
ENSG00000100413.15	POLR3H
ENSG00000129460.14	NGDN
ENSG00000165501.15	LRR1
ENSG00000139645.9	ANKRD52
ENSG00000001629.8	ANKIB1
ENSG00000261221.3	ZNF865
ENSG00000118514.12	ALDH8A1
ENSG00000110917.6	MLEC
ENSG00000149218.4	ENDOD1
ENSG00000154370.12	TRIM11
ENSG00000160868.13	CYP3A4
ENSG00000179943.7	FIZ1
ENSG00000108557.16	RAI1
ENSG00000149260.13	CAPN5
ENSG00000134077.14	THUMPD3
ENSG00000134852.13	CLOCK
ENSG00000110367.10	DDX6
ENSG00000111880.14	RNGTT
ENSG00000149131.14	SERPING1
ENSG00000136098.15	NEK3
ENSG00000119986.6	AVPI1
ENSG00000250571.5	GLI4
ENSG00000058262.8	SEC61A1
ENSG00000157191.18	NECAP2
ENSG00000164647.7	STEAP1
ENSG00000119630.12	PGF
ENSG00000185432.11	METTL7A
ENSG00000171806.10	METTL18
ENSG00000107902.12	LHPP
ENSG00000125798.13	FOXA2
ENSG00000178814.14	OPLAH
ENSG00000163161.11	ERCC3
ENSG00000114544.14	SLC41A3
ENSG00000171766.14	GATM
ENSG00000149187.16	CELF1
ENSG00000144043.10	TEX261
ENSG00000211460.10	TSN
ENSG00000168496.3	FEN1
ENSG00000181135.14	ZNF707
ENSG00000160233.7	LRRC3
ENSG00000168710.16	AHCYL1
ENSG00000178685.12	PARP10
ENSG00000029153.13	ARNTL2
ENSG00000062485.17	CS
ENSG00000164631.17	ZNF12
ENSG00000163687.12	DNASE1L3
ENSG00000173660.10	UQCRH
ENSG00000121417.12	ZNF211
ENSG00000099364.15	FBXL19
ENSG00000091428.16	RAPGEF4
ENSG00000116001.14	TIA1
ENSG00000109390.10	NDUFC1
ENSG00000183741.10	CBX6
ENSG00000179051.12	RCC2
ENSG00000112769.17	LAMA4
ENSG00000181192.10	DHTKD1
ENSG00000123352.16	SPATS2
ENSG00000136875.11	PRPF4
ENSG00000109686.15	SH3D19
ENSG00000134371.9	CDC73
ENSG00000254685.5	FPGT
ENSG00000116809.10	ZBTB17
ENSG00000166313.17	APBB1
ENSG00000114554.10	PLXNA1
ENSG00000164465.17	DCBLD1
ENSG00000145979.16	TBC1D7
ENSG00000119185.11	ITGB1BP1
ENSG00000134748.12	PRPF38A
ENSG00000148925.9	BTBD10
ENSG00000270189.1	
ENSG00000127314.16	RAP1B
ENSG00000172775.15	PSME3IP1
ENSG00000111275.11	ALDH2
ENSG00000140367.10	UBE2Q2
ENSG00000104218.12	CSPP1
ENSG00000123609.9	NMI
ENSG00000174327.6	SLC16A13
ENSG00000151806.12	GUF1
ENSG00000184677.15	ZBTB40
ENSG00000184602.5	SNN
ENSG00000162704.14	ARPC5
ENSG00000113924.10	HGD
ENSG00000257218.4	GATC
ENSG00000167645.15	YIF1B
ENSG00000178772.6	CPN2
ENSG00000185591.8	SP1
ENSG00000051523.9	CYBA
ENSG00000186166.7	CCDC84
ENSG00000110321.14	EIF4G2
ENSG00000105655.17	ISYNA1
ENSG00000141644.16	MBD1
ENSG00000110042.6	DTX4
ENSG00000148584.13	A1CF
ENSG00000179010.13	MRFAP1
ENSG00000125841.11	NRSN2
ENSG00000100532.10	CGRRF1
ENSG00000196236.11	XPNPEP3
ENSG00000118200.13	CAMSAP2
ENSG00000151690.13	MFSD6
ENSG00000122257.17	RBBP6
ENSG00000156096.11	UGT2B4
ENSG00000005801.15	ZNF195
ENSG00000158470.5	B4GALT5
ENSG00000159899.13	NPR2
ENSG00000184983.8	NDUFA6
ENSG00000196776.13	CD47
ENSG00000184752.11	NDUFA12
ENSG00000105186.13	ANKRD27
ENSG00000182871.13	COL18A1
ENSG00000143458.10	GABPB2
ENSG00000205436.6	EXOC3L4
ENSG00000139163.14	ETNK1
ENSG00000132780.15	NASP
ENSG00000163798.12	SLC4A1AP
ENSG00000048707.12	VPS13D
ENSG00000152127.7	MGAT5
ENSG00000152137.5	HSPB8
ENSG00000139832.4	RAB20
ENSG00000111713.2	GYS2
ENSG00000275457.1	
ENSG00000131508.14	UBE2D2
ENSG00000118058.19	KMT2A
ENSG00000233377.1	
ENSG00000101216.9	GMEB2
ENSG00000276234.3	TADA2A
ENSG00000202441.2	
ENSG00000129493.13	HEATR5A
ENSG00000241399.5	CD302
ENSG00000185728.15	YTHDF3
ENSG00000204257.13	HLA-DMA
ENSG00000142686.7	C1orf216
ENSG00000175336.9	APOF
ENSG00000143398.18	PIP5K1A
ENSG00000110080.17	ST3GAL4
ENSG00000084652.14	TXLNA
ENSG00000242960.1	
ENSG00000135503.11	ACVR1B
ENSG00000119707.12	RBM25
ENSG00000172531.13	PPP1CA
ENSG00000093072.14	ADA2
ENSG00000171456.15	ASXL1
ENSG00000162702.7	ZNF281
ENSG00000147862.13	NFIB
ENSG00000205423.10	CNEP1R1
ENSG00000173614.12	NMNAT1
ENSG00000143761.12	ARF1
ENSG00000054116.10	TRAPPC3
ENSG00000198198.12	SZT2
ENSG00000196616.11	ADH1B
ENSG00000172057.8	ORMDL3
ENSG00000174106.2	LEMD3
ENSG00000084774.12	CAD
ENSG00000241058.2	NSUN6
ENSG00000205659.9	LIN52
ENSG00000197142.9	ACSL5
ENSG00000131408.12	NR1H2
ENSG00000163155.10	LYSMD1
ENSG00000155666.10	KDM8
ENSG00000088888.16	MAVS
ENSG00000207425.1	
ENSG00000065427.13	KARS1
ENSG00000161544.8	CYGB
ENSG00000139921.11	TMX1
ENSG00000115816.12	CEBPZ
ENSG00000148339.11	SLC25A25
ENSG00000135972.7	MRPS9
ENSG00000057593.12	F7
ENSG00000131828.12	PDHA1
ENSG00000123191.12	ATP7B
ENSG00000138078.14	PREPL
ENSG00000130921.6	C12orf65
ENSG00000125430.7	HS3ST3B1
ENSG00000182208.11	MOB2
ENSG00000204338.7	
ENSG00000175634.13	RPS6KB2
ENSG00000148730.6	
ENSG00000235162.7	C12orf75
ENSG00000097033.13	SH3GLB1
ENSG00000173531.14	MST1
ENSG00000214367.6	HAUS3
ENSG00000175115.10	PACS1
ENSG00000149480.5	MTA2
ENSG00000278768.1	
ENSG00000175727.12	MLXIP
ENSG00000181817.5	LSM10
ENSG00000016864.15	GLT8D1
ENSG00000178028.12	DMAP1
ENSG00000152683.13	SLC30A6
ENSG00000165475.12	CRYL1
ENSG00000164535.13	DAGLB
ENSG00000077150.16	NFKB2
ENSG00000121552.3	CSTA
ENSG00000272686.1	
ENSG00000139131.11	YARS2
ENSG00000146409.9	SLC18B1
ENSG00000157349.14	DDX19B
ENSG00000105443.12	CYTH2
ENSG00000058804.11	NDC1
ENSG00000090020.9	SLC9A1
ENSG00000110887.6	DAO
ENSG00000100852.11	ARHGAP5
ENSG00000221968.7	FADS3
ENSG00000102606.16	ARHGEF7
ENSG00000167842.14	MIS12
ENSG00000179163.11	FUCA1
ENSG00000181444.11	ZNF467
ENSG00000169429.9	CXCL8
ENSG00000131242.14	RAB11FIP4
ENSG00000162572.18	SCNN1D
ENSG00000243449.5	C4orf48
ENSG00000211644.2	IGLV1-51
ENSG00000162407.8	PLPP3
ENSG00000268230.4	
ENSG00000123066.6	MED13L
ENSG00000115825.8	PRKD3
ENSG00000143748.16	NVL
ENSG00000143774.15	GUK1
ENSG00000138109.9	CYP2C9
ENSG00000151332.17	MBIP
ENSG00000138750.13	NUP54
ENSG00000269352.1	
ENSG00000134538.2	SLCO1B1
ENSG00000110066.13	KMT5B
ENSG00000140332.14	TLE3
ENSG00000233476.3	
ENSG00000257621.6	
ENSG00000164609.8	SLU7
ENSG00000214753.2	HNRNPUL2
ENSG00000197608.10	ZNF841
ENSG00000159445.11	THEM4
ENSG00000135966.11	TGFBRAP1
ENSG00000095261.12	PSMD5
ENSG00000253313.4	C1orf210
ENSG00000130725.6	UBE2M
ENSG00000037637.9	FBXO42
ENSG00000111058.6	ACSS3
ENSG00000142303.12	ADAMTS10
ENSG00000112304.9	ACOT13
ENSG00000088448.13	ANKRD10
ENSG00000165275.8	TRMT10B
ENSG00000023734.9	STRAP
ENSG00000103365.14	GGA2
ENSG00000066279.15	ASPM
ENSG00000124783.11	SSR1
ENSG00000142687.16	KIAA0319L
ENSG00000164117.11	FBXO8
ENSG00000070785.15	EIF2B3
ENSG00000020256.18	ZFP64
ENSG00000127054.17	INTS11
ENSG00000172340.13	SUCLG2
ENSG00000165699.12	TSC1
ENSG00000129315.8	CCNT1
ENSG00000101596.13	SMCHD1
ENSG00000121022.12	COPS5
ENSG00000110721.10	CHKA
ENSG00000120158.10	RCL1
ENSG00000030110.11	BAK1
ENSG00000100865.13	CINP
ENSG00000170989.8	S1PR1
ENSG00000007202.13	KIAA0100
ENSG00000145860.10	RNF145
ENSG00000124920.12	MYRF
ENSG00000104375.14	STK3
ENSG00000119013.7	NDUFB3
ENSG00000120370.11	GORAB
ENSG00000185340.14	GAS2L1
ENSG00000123843.11	C4BPB
ENSG00000166508.16	MCM7
ENSG00000280587.1	
ENSG00000158019.19	BABAM2
ENSG00000144028.13	SNRNP200
ENSG00000236287.6	ZBED5
ENSG00000143624.12	INTS3
ENSG00000174243.8	DDX23
ENSG00000140859.14	KIFC3
ENSG00000149782.10	PLCB3
ENSG00000171045.13	TSNARE1
ENSG00000116815.14	CD58
ENSG00000100911.12	PSME2
ENSG00000132305.19	IMMT
ENSG00000119421.6	NDUFA8
ENSG00000136450.11	SRSF1
ENSG00000153904.17	DDAH1
ENSG00000227376.1	
ENSG00000186566.10	GPATCH8
ENSG00000160190.12	SLC37A1
ENSG00000224616.1	
ENSG00000183826.15	BTBD9
ENSG00000143627.16	PKLR
ENSG00000105617.3	LENG1
ENSG00000116199.10	FAM20B
ENSG00000128989.9	ARPP19
ENSG00000131966.12	ACTR10
ENSG00000147684.6	NDUFB9
ENSG00000229152.2	
ENSG00000068724.14	TTC7A
ENSG00000109736.13	MFSD10
ENSG00000185917.12	SETD4
ENSG00000128245.13	YWHAH
ENSG00000172794.18	RAB37
ENSG00000124802.10	EEF1E1
ENSG00000102796.9	DHRS12
ENSG00000162654.8	GBP4
ENSG00000005302.16	MSL3
ENSG00000107566.12	ERLIN1
ENSG00000104980.6	TIMM44
ENSG00000139697.10	SBNO1
ENSG00000271780.1	
ENSG00000253352.7	
ENSG00000183161.4	FANCF
ENSG00000177302.13	TOP3A
ENSG00000172380.5	GNG12
ENSG00000159346.11	ADIPOR1
ENSG00000089159.14	PXN
ENSG00000155393.11	HEATR3
ENSG00000175662.16	TOM1L2
ENSG00000132424.13	PNISR
ENSG00000164134.11	NAA15
ENSG00000141349.7	G6PC3
ENSG00000165591.6	FAAH2
ENSG00000116473.13	RAP1A
ENSG00000050130.16	JKAMP
ENSG00000085733.14	CTTN
ENSG00000134287.8	ARF3
ENSG00000163029.14	SMC6
ENSG00000155962.11	CLIC2
ENSG00000011405.12	PIK3C2A
ENSG00000103111.13	MON1B
ENSG00000137962.11	ARHGAP29
ENSG00000179119.13	SPTY2D1
ENSG00000143376.11	SNX27
ENSG00000215114.6	UBXN2B
ENSG00000164366.3	CCDC127
ENSG00000117984.11	CTSD
ENSG00000110092.3	CCND1
ENSG00000152242.9	C18orf25
ENSG00000103855.16	CD276
ENSG00000119401.10	TRIM32
ENSG00000175806.13	MSRA
ENSG00000119729.9	RHOQ
ENSG00000185721.10	DRG1
ENSG00000130734.8	ATG4D
ENSG00000198625.11	MDM4
ENSG00000078018.18	MAP2
ENSG00000187778.12	MCRS1
ENSG00000126247.9	CAPNS1
ENSG00000144746.6	ARL6IP5
ENSG00000143442.20	POGZ
ENSG00000134308.12	YWHAQ
ENSG00000167625.9	ZNF526
ENSG00000116857.15	TMEM9
ENSG00000082258.11	CCNT2
ENSG00000135945.8	REV1
ENSG00000132313.13	MRPL35
ENSG00000141279.14	NPEPPS
ENSG00000108599.13	AKAP10
ENSG00000184857.7	TMEM186
ENSG00000186395.6	KRT10
ENSG00000118785.12	SPP1
ENSG00000121039.8	RDH10
ENSG00000116754.12	SRSF11
ENSG00000160439.14	RDH13
ENSG00000104812.13	GYS1
ENSG00000132436.10	FIGNL1
ENSG00000160310.15	PRMT2
ENSG00000172932.13	ANKRD13D
ENSG00000102893.14	PHKB
ENSG00000011566.13	MAP4K3
ENSG00000178977.3	
ENSG00000074266.16	EED
ENSG00000112763.14	BTN2A1
ENSG00000183155.4	RABIF
ENSG00000104946.9	TBC1D17
ENSG00000134910.11	STT3A
ENSG00000148672.8	GLUD1
ENSG00000113810.14	SMC4
ENSG00000092199.16	HNRNPC
ENSG00000197965.10	MPZL1
ENSG00000158882.11	TOMM40L
ENSG00000106459.13	NRF1
ENSG00000198373.11	WWP2
ENSG00000197324.7	LRP10
ENSG00000186212.3	SOWAHB
ENSG00000105698.14	USF2
ENSG00000092820.16	EZR
ENSG00000170113.14	NIPA1
ENSG00000156603.13	MED19
ENSG00000156411.8	ATP5MPL
ENSG00000101084.15	RAB5IF
ENSG00000241935.7	HOGA1
ENSG00000104388.13	RAB2A
ENSG00000122435.8	TRMT13
ENSG00000074219.12	TEAD2
ENSG00000136940.12	PDCL
ENSG00000164032.10	H2AZ1
ENSG00000133731.8	IMPA1
ENSG00000117036.10	ETV3
ENSG00000104518.9	GSDMD
ENSG00000118004.16	COLEC11
ENSG00000100813.13	ACIN1
ENSG00000134243.10	SORT1
ENSG00000141485.14	SLC13A5
ENSG00000063978.14	RNF4
ENSG00000177888.7	ZBTB41
ENSG00000263465.3	SRSF8
ENSG00000116957.11	
ENSG00000172273.11	HINFP
ENSG00000034713.6	GABARAPL2
ENSG00000153132.11	CLGN
ENSG00000172292.13	CERS6
ENSG00000116731.21	PRDM2
ENSG00000153006.13	SREK1IP1
ENSG00000139372.13	TDG
ENSG00000097007.16	ABL1
ENSG00000176428.5	VPS37D
ENSG00000166801.14	FAM111A
ENSG00000197961.10	ZNF121
ENSG00000161031.11	PGLYRP2
ENSG00000158411.9	MITD1
ENSG00000112031.14	MTRF1L
ENSG00000248092.6	
ENSG00000122692.8	SMU1
ENSG00000103248.16	MTHFSD
ENSG00000171960.9	PPIH
ENSG00000182973.17	CNOT10
ENSG00000188290.9	HES4
ENSG00000277476.1	
ENSG00000162522.9	KIAA1522
ENSG00000198648.9	STK39
ENSG00000178996.11	SNX18
ENSG00000131174.4	COX7B
ENSG00000257267.2	
ENSG00000080345.16	RIF1
ENSG00000070610.13	GBA2
ENSG00000241644.2	INMT
ENSG00000261061.1	
ENSG00000142949.15	PTPRF
ENSG00000135245.9	HILPDA
ENSG00000198804.2	MT-CO1
ENSG00000150782.10	IL18
ENSG00000186866.15	POFUT2
ENSG00000042286.13	AIFM2
ENSG00000176871.7	WSB2
ENSG00000152465.16	NMT2
ENSG00000137076.17	TLN1
ENSG00000089335.19	ZNF302
ENSG00000213593.8	TMX2
ENSG00000116874.10	WARS2
ENSG00000112877.7	CEP72
ENSG00000133789.13	SWAP70
ENSG00000171840.10	NINJ2
ENSG00000137547.7	MRPL15
ENSG00000129214.13	SHBG
ENSG00000197894.9	ADH5
ENSG00000135686.11	KLHL36
ENSG00000130165.9	ELOF1
ENSG00000173264.12	GPR137
ENSG00000068912.12	ERLEC1
ENSG00000188157.12	AGRN
ENSG00000139620.11	KANSL2
ENSG00000005238.18	FAM214B
ENSG00000031698.11	SARS1
ENSG00000266094.5	RASSF5
ENSG00000129472.11	RAB2B
ENSG00000163866.8	SMIM12
ENSG00000166266.12	CUL5
ENSG00000142867.11	BCL10
ENSG00000172183.13	ISG20
ENSG00000175376.7	EIF1AD
ENSG00000152117.16	
ENSG00000215717.5	TMEM167B
ENSG00000240731.1	
ENSG00000183530.12	PRR14L
ENSG00000004864.12	SLC25A13
ENSG00000160685.12	ZBTB7B
ENSG00000185019.15	UBOX5
ENSG00000143742.11	SRP9
ENSG00000198435.3	NRARP
ENSG00000023445.12	BIRC3
ENSG00000073350.12	LLGL2
ENSG00000124193.13	SRSF6
ENSG00000199488.1	
ENSG00000066322.11	ELOVL1
ENSG00000105287.11	PRKD2
ENSG00000165671.17	NSD1
ENSG00000183840.6	GPR39
ENSG00000163528.11	CHCHD4
ENSG00000143333.6	RGS16
ENSG00000004779.8	NDUFAB1
ENSG00000147044.19	CASK
ENSG00000269867.1	
ENSG00000130024.13	PHF10
ENSG00000186577.10	SMIM29
ENSG00000095015.5	MAP3K1
ENSG00000227671.4	
ENSG00000124380.9	SNRNP27
ENSG00000111605.15	CPSF6
ENSG00000104973.13	MED25
ENSG00000162384.12	CZIB
ENSG00000105711.9	SCN1B
ENSG00000143889.14	HNRNPLL
ENSG00000115568.14	ZNF142
ENSG00000100883.10	SRP54
ENSG00000259250.1	
ENSG00000184924.5	PTRHD1
ENSG00000171466.8	ZNF562
ENSG00000169221.12	TBC1D10B
ENSG00000132768.12	DPH2
ENSG00000158106.11	RHPN1
ENSG00000162267.11	ITIH3
ENSG00000146067.14	FAM193B
ENSG00000268205.1	
ENSG00000168802.11	CHTF8
ENSG00000107959.14	PITRM1
ENSG00000047315.13	POLR2B
ENSG00000119383.18	PTPA
ENSG00000100889.10	PCK2
ENSG00000124164.14	VAPB
ENSG00000184743.11	ATL3
ENSG00000100281.12	HMGXB4
ENSG00000204267.12	TAP2
ENSG00000121067.16	SPOP
ENSG00000162434.10	JAK1
ENSG00000124160.10	NCOA5
ENSG00000231948.2	
ENSG00000145901.13	TNIP1
ENSG00000108312.13	UBTF
ENSG00000174705.10	SH3PXD2B
ENSG00000130529.14	TRPM4
ENSG00000147535.15	PLPP5
